71614	8679	16399	89120	61227
83707	83527	83946	44070	63200
29191	47323	27087	73629	82730
46473	85810	59576	67392	50113
69198	41107	88408	74763	83057
51466	99363	61308	46274	72016
54598	56255	83973	9681	8104
46433	91454	87221	26382	86928
5746	60550	72593	77209	70332
14142	47789	6805	69120	72435
26989	24916	38313	91201	83953
6665	63724	58897	66524	86254
39493	44033	54112	18382	9625
43754	92892	4040	77950	56381
12777	71341	98086	48864	11877
9266	46989	38898	21081	63852
31545	60677	29988	25371	24631
21362	17250	5389	2384	84192
45713	59476	49654	97870	59637
83370	26955	52545	23741	39329
19476	14601	56936	31439	56695
15713	38248	84237	17451	54865
89120	44701	6789	90247	72394
77993	64285	48468	23450	54845
86431	32770	43147	89728	60545
32487	86947	70874	12933	79836
8332	40432	27123	82924	36515
77162	3104	47642	9231	32123
59375	11008	2139	10128	56285
51249	38304	6881	35364	45435
82411	93228	94111	23113	31440
726	7476	38602	43801	43849
40846	36805	50297	85626	74585
31415	76132	93962	91729	99630
62825	88114	76208	76284	55741
43567	3118	37225	13883	43596
14777	40647	85739	95026	81858
20307	37356	69505	32710	50703
92563	45006	60547	68139	6491
53879	42709	89695	65353	52873
84277	69616	29408	25441	96178
4052	33628	41006	63501	57361
61458	34860	4301	27740	40027
78423	27827	55954	70406	67801
81476	13981	83752	37066	53756
46521	32505	85285	45100	88792
87984	49379	29900	59009	75053
50710	51830	23781	86936	97933
34149	66096	2475	62834	6921
27946	55484	76521	67984	10674
8733	87704	69631	85277	25888
94399	31085	16146	87260	96684
49514	15619	38598	87534	47580
44364	36338	4130	61589	23907
98738	74490	23479	2610	38752
71277	21677	64352	40582	26099
71266	26918	55325	3370	81156
73226	80425	39122	45131	74533
89201	97466	18971	8374	80700
41630	39729	43668	80873	23053
71866	26978	79127	7570	48188
26095	49441	35774	77825	30410
80120	72975	31522	14841	4292
31246	63221	32337	75882	80779
96155	40181	37681	89264	37314
68401	46480	55146	4286	64420
12783	66744	48473	47368	50048
77470	1373	7700	2496	95562
78310	33423	99047	53326	77095
87299	46186	49227	70904	11478
11880	85972	46166	41243	79558
33913	22001	71367	74260	1603
14368	59553	41746	52953	34885
40629	93811	66790	23511	97947
57349	89168	99954	49146	78893
75174	70784	54950	59619	48699
29687	48578	8122	93694	64413
98330	53279	22043	14804	45601
90702	34096	22245	66147	24519
2675	88509	24431	30202	85250
99385	69377	81346	66617	43867
69456	62876	60478	79534	71021
30482	29436	17924	71339	64812
24346	91481	48501	7281	55810
23865	42433	90639	15784	51770
67048	35320	82031	72244	68081
91066	61900	42393	39007	11746
20257	86565	3740	99566	46123
42521	82593	74321	2655	54804
74005	71871	99385	24386	9379
20172	12340	17838	91195	22210
41964	21348	35834	83997	3517
55622	59740	79836	6013	86668
6461	14515	64297	86593	12395
83756	46775	615	25163	21602
11024	35020	30120	88845	1910
55888	49604	32826	58561	53655
16785	95715	17010	12113	4824
57338	40197	17185	23416	56339
73954	16075	89468	91697	21165
90919	43026	26576	89024	2239
17257	69698	78684	2125	71619
67285	91744	34005	73690	73057
34161	92155	16343	5033	73095
19728	83294	51349	33914	75583
16931	59987	62705	47270	16532
2297	8568	89607	68727	35083
29901	56447	91195	85722	9891
70495	6749	38417	57261	15797
57532	52224	18202	68147	22562
78296	76229	47140	45773	16777
66770	44928	9232	45299	39518
2410	29803	62431	87445	14643
47436	52531	76672	68266	20212
68606	4765	71741	42046	40710
54178	55799	78326	96329	60824
38142	82737	65705	65908	38005
15756	64752	7954	79349	75952
88482	94098	42971	42058	14611
97298	98895	3676	3483	85702
27118	63369	19536	19862	24585
29287	85699	17609	68540	6126
32734	94154	88054	38939	85000
82388	80185	22287	21253	16435
47033	65550	20512	7704	44612
42317	73363	40923	3242	93094
49159	82555	18927	84849	57706
45806	57743	60360	47851	53770
3758	142	57623	5776	73062
30623	13747	33318	33950	24086
49429	38064	63784	75327	45345
64029	11709	60478	54109	48810
43824	43665	89812	67229	69037
56763	60165	58481	44724	30211
25661	96576	78605	20615	35048
12021	95860	80756	99018	86131
74691	54069	29889	32512	57790
6539	18502	80423	20816	36440
79957	18370	47976	61	66748
65062	16026	28583	64196	92623
55648	63786	11543	81750	73035
81068	52819	18431	87047	74616
53780	19551	68510	38818	69333
79376	53934	80439	11768	41999
49956	33622	78355	58351	58851
21499	62131	76176	97665	92829
18123	94653	58331	42171	13361
46650	43361	3981	41802	19451
97735	53546	39068	73409	95607
46765	45995	69460	78722	40033
38631	75694	96259	3225	51201
14571	82803	29699	25357	54209
45526	53658	70961	1967	46373
6184	56181	90689	62657	79658
64627	15832	34376	56370	40673
93916	20803	13850	70687	98167
20590	91750	31498	3594	44350
77475	69609	70359	84859	57626
13776	31468	59178	15735	23021
64962	71677	80997	68377	48119
85951	97567	84648	45208	26709
3704	81961	61306	45461	49220
60795	73981	97341	95742	98752
47403	74842	49773	63381	22565
97050	44602	54728	43409	99058
94690	78229	88026	10047	79964
50154	84332	88710	62110	15655
41899	81862	42031	77730	28601
78211	63575	32283	5115	21844
77590	40520	11875	19405	45196
27827	95584	38094	94455	25566
5306	88529	39706	33684	16125
13340	37442	35510	72794	10177
69784	15639	7994	81525	74396
86712	51453	51293	79503	88838
19720	32766	54656	29019	71377
22846	67148	15884	44587	79077
52173	7302	45921	30226	15281
20065	76150	88672	87335	97121
73684	32614	22935	61892	85552
21451	84495	71647	29890	30761
84475	62691	47953	96152	44168
26162	16858	1125	16254	84443
47944	1583	47515	54861	45269
76587	94784	86656	43153	61268
17364	36521	52010	57044	31039
7166	65512	6222	36857	78652
5275	23661	818	64121	55431
85660	67894	99888	92702	48232
33141	67944	46511	39870	42038
82185	957	15176	61130	45404
18325	87979	36286	8423	36015
11889	86538	53745	32799	26288
96409	92783	65347	64258	2831
68611	55383	71601	42701	67782
98863	25446	16740	36875	91907
72850	93404	61903	82451	52026
33169	30465	99257	50312	71659
12367	42450	29225	19299	68171
26789	4788	8599	36505	36802
6277	69930	23484	59975	94280
5698	24413	12278	44968	32956
4103	82371	97221	84714	99430
58313	77710	62387	39183	32122
30925	25695	96504	98022	18685
17064	91794	95881	65677	65839
97762	92649	35147	79133	80515
66805	6768	14745	8070	70525
60989	36625	52142	29068	92949
18125	10298	12131	29036	39076
99641	44225	86189	91482	45918
94271	79666	79194	90581	4232
8908	22730	13916	45199	96007
64495	99609	98418	40156	97688
31766	60996	74822	63179	92269
41078	24303	88921	81782	93246
98983	14198	90917	53219	55098
76603	50034	88007	3740	20064
86160	6183	8530	38029	7174
29200	55672	10	94091	58202
8473	59451	22994	65226	27355
20781	74753	76481	99809	59202
49881	54336	77285	59557	25113
41869	42257	1431	26805	32842
1278	22355	63847	41768	10710
93769	27005	54861	88667	35435
99022	22761	39408	24237	19824
65550	93557	41718	44457	40980
3165	26909	35135	57053	70069
31565	6807	70367	25254	76404
85485	54301	11082	40061	46477
22711	81413	83956	14395	11432
29737	65879	13892	12096	21073
61145	86381	28218	50895	90707
20870	79722	42400	84528	79869
13151	34759	56496	91320	58319
57419	96215	72839	27024	30474
42230	40094	97792	80126	86911
97024	43221	42626	56478	81190
16258	44491	26238	42740	69001
33978	76636	66639	91170	8826
58671	1693	42894	71399	88319
48675	67255	75677	57967	78898
25693	66414	80584	22356	55299
69376	17501	91467	53968	58946
51165	20415	22042	72994	59796
71908	31110	18816	51153	17372
44450	42592	19793	97350	95918
15254	42034	84692	97818	78313
98407	76992	84817	96755	47164
93210	53970	89909	17121	52466
140	70813	60534	2104	3381
49516	20129	97349	858	74262
15768	55874	15896	49393	73547
97339	68759	60889	1294	78330
87424	92448	13281	23931	24631
84344	91739	68500	26034	13821
46325	61352	36524	79375	90397
20650	35995	43755	13519	78508
84561	73908	46247	2389	85604
31060	41058	50838	98331	44789
76094	48446	17193	20970	59204
19336	25243	30198	57102	11892
28005	21229	40514	68164	51978
6238	33660	9138	30851	1313
64806	18346	91180	11370	13780
91199	21494	83953	73402	41201
36357	35663	1273	57128	25889
44515	98278	13007	88846	12298
91081	81376	86925	81734	70146
66359	87172	50597	14181	32422
14597	64517	54502	77637	18251
71165	29253	38747	68692	91001
27698	98618	11376	15907	36687
17976	94294	78351	8772	15389
29218	89092	5075	7004	92995
3529	37066	17442	34492	91466
96275	16269	63439	68850	41495
47117	677	74157	3056	24946
90954	69553	7084	13683	64252
90064	93594	78408	26325	96362
73892	20656	74719	67322	11511
74408	71383	69209	79937	3625
27498	31703	97539	80773	77436
73212	98370	4975	70218	22098
89707	36207	58825	13570	47522
5215	13219	53361	433	64376
45335	48542	83574	487	95772
43096	99794	60671	83281	98215
37481	34606	95259	33710	68098
17632	59042	41853	20600	77861
91641	55129	32876	13670	25344
60619	86123	73011	39704	17222
98176	15215	35607	48525	70472
70461	89734	3389	99913	2792
72252	11657	10994	75367	71985
25954	71728	56675	34770	49623
50952	35071	92605	32009	70860
35247	58041	559	60127	49907
32059	73719	32557	94801	12563
59120	22200	46658	85257	82106
98114	53771	27759	63297	62043
34152	30376	69756	22175	9591
37499	67233	47011	12973	81090
74523	8496	65340	43345	15580
14866	13880	67886	76239	17037
62009	83295	29061	16406	74528
60916	15327	33258	9841	93688
23919	42910	37225	46930	74078
68548	11624	10343	91559	45385
95219	84223	9365	10654	70747
56841	70622	68673	58434	32612
89809	89307	8705	1111	21118
749	13091	88226	29489	25414
76220	93902	67935	77790	50983
57459	16606	80635	2110	76889
15299	42061	45277	72836	59863
16668	83895	46781	30598	40
57002	19306	84959	26566	70002
28822	53541	91768	81809	29194
47693	11146	34606	15732	34138
6181	38904	65643	8895	84448
54733	49851	1768	39882	23411
36866	40824	74744	48807	81370
24365	84894	45129	90378	7738
32315	98313	32663	52858	68633
60676	65323	11032	19610	99215
99374	81014	94233	56848	71896
68074	73552	52891	851	20242
69544	12738	79235	27874	21069
90281	38330	83400	41995	33508
82243	78499	63706	98534	78516
69399	60218	30046	41917	53045
24673	49061	37644	16890	3126
45548	97141	83096	3448	96761
26103	45767	50454	45825	67456
51298	34692	40714	42986	24918
75608	11543	66788	76904	80433
15958	38893	63212	37178	73486
36834	7665	80763	44438	14340
67671	17090	17384	93178	17071
94791	1791	29494	83480	56899
98706	91555	68096	86401	37859
94276	7600	80296	61864	804
89467	98480	97709	38717	48551
92437	63145	56052	9834	17561
68314	97640	51400	22739	83161
22483	42241	36160	8939	39281
10504	57589	8539	52271	34264
21262	10660	27105	31047	12609
16559	8436	4911	74433	66564
95782	13778	83636	26865	68067
41430	78272	32558	20889	82397
42443	94980	43654	66936	34521
82935	54060	25897	18470	24707
62033	61377	98660	82553	70767
